0	3291.17	3916.4	4703.25	5705.92	7001.47	8701.71	10972.6	14067	18381.4	24558.9	33683.4	47663.7	70022.4	106750	70022.4	47663.7	33683.4	24558.9	18381.4	14067	10972.6	8701.71	7001.47	5705.92	4703.25	3916.4	3291.17	2788.76	
0	3550.61	4225.12	5074	6155.71	7553.39	9387.65	11837.6	15175.9	19830.4	26494.9	36338.6	51421	75542.2	115166	75542.2	51421	36338.6	26494.9	19830.4	15175.9	11837.6	9387.65	7553.39	6155.71	5074	4225.12	3550.61	3008.59	
0	3827.87	4555.06	5470.22	6636.41	8143.22	10120.7	12762	16361	21378.9	28563.8	39176.3	55436.4	81441.2	124159	81441.2	55436.4	39176.3	28563.8	21378.9	16361	12762	10120.7	8143.22	6636.41	5470.22	4555.06	3827.87	3243.53	
0	4124.02	4907.46	5893.43	7149.83	8773.22	10903.7	13749.3	17626.7	23032.9	30773.7	42207.1	59725.2	87741.8	133765	87741.8	59725.2	42207.1	30773.7	23032.9	17626.7	13749.3	10903.7	8773.22	7149.83	5893.43	4907.46	4124.02	3494.46	
0	4440.14	5283.64	6345.19	7697.9	9445.73	11739.5	14803.2	18977.9	24798.5	33132.6	45442.5	64303.5	94467.7	144019	94467.7	64303.5	45442.5	33132.6	24798.5	18977.9	14803.2	11739.5	9445.73	7697.9	6345.19	5283.64	4440.14	3762.33	
0	4777.42	5684.98	6827.17	8282.63	10163.2	12631.3	15927.7	20419.5	26682.2	35649.4	48894.3	69188	101643	154959	101643	69188	48894.3	35649.4	26682.2	20419.5	15927.7	12631.3	10163.2	8282.63	6827.17	5684.98	4777.42	4048.12	
0	5137.05	6112.94	7341.1	8906.13	10928.3	13582.1	17126.7	21956.6	28690.8	38333	52575	74396.3	109295	166625	109295	74396.3	52575	38333	28690.8	21956.6	17126.7	13582.1	10928.3	8906.13	7341.1	6112.94	5137.05	4352.85	
0	5520.33	6569.03	7888.82	9570.62	11743.7	14595.5	18404.5	23594.8	30831.4	41193	56497.6	79947	117449	179057	117449	79947	56497.6	41193	30831.4	23594.8	18404.5	14595.5	11743.7	9570.62	7888.82	6569.03	5520.33	4677.62	
0	5928.58	7054.83	8472.24	10278.4	12612.2	15674.9	19765.6	25339.7	33111.5	44239.4	60675.8	85859.4	126135	192299	126135	85859.4	60675.8	44239.4	33111.5	25339.7	19765.6	15674.9	12612.2	10278.4	8472.24	7054.83	5928.58	5023.55	
0	6363.21	7572.03	9093.35	11031.9	13536.8	16824	21214.7	27197.4	35539	47482.7	65124.1	92153.9	135383	206398	135383	92153.9	65124.1	47482.7	35539	27197.4	21214.7	16824	13536.8	11031.9	9093.35	7572.03	6363.21	5391.84	
0	6825.69	8122.37	9754.25	11833.7	14520.6	18046.8	22756.5	29174.1	38122	50933.7	69857.3	98851.7	145222	221399	145222	98851.7	69857.3	50933.7	38122	29174.1	22756.5	18046.8	14520.6	11833.7	9754.25	8122.37	6825.69	5783.71	
0	7317.55	8707.67	10457.1	12686.5	15567	19347.3	24396.4	31276.4	40869	54604	74891.2	105975	155687	237354	155687	105975	74891.2	54604	40869	31276.4	24396.4	19347.3	15567	12686.5	10457.1	8707.67	7317.55	6200.49	
0	7840.4	9329.85	11204.3	13593	16679.3	20729.7	26139.6	33511.2	43789.2	58505.6	80242.4	113547	166811	254314	166811	113547	80242.4	58505.6	43789.2	33511.2	26139.6	20729.7	16679.3	13593	11204.3	9329.85	7840.4	6643.53	
0	8395.93	9990.91	11998.2	14556.1	17861.1	22198.5	27991.6	35885.6	46891.9	62650.9	85927.9	121592	178630	272333	178630	121592	85927.9	62650.9	46891.9	35885.6	27991.6	22198.5	17861.1	14556.1	11998.2	9990.91	8395.93	7114.25	
0	8985.88	10692.9	12841.3	15578.9	19116.1	23758.3	29958.5	38407.2	50186.8	67053.2	91965.7	130136	191182	291470	191182	130136	91965.7	67053.2	50186.8	38407.2	29958.5	23758.3	19116.1	15578.9	12841.3	10692.9	8985.88	7614.15	
0	9612.11	11438.1	13736.2	16664.6	20448.3	25414	32046.3	41083.7	53684.3	71726.1	98374.8	139205	204506	311783	204506	139205	98374.8	71726.1	53684.3	41083.7	32046.3	25414	20448.3	16664.6	13736.2	11438.1	9612.11	8144.77	
